,subscriber_ecid,nday,day of week,package_data_noncash_expenses,nonpackage_data_expenses,#activated_monthly_data_packages,subscriber_data_expenses,#activated_short_term_data_packages,#activated_type_two_data_packages,is_data_usage_nonzero,#activated_type_one_data_packages,#activated_type_three_data_packages,data_usage_volume
39,-06FoayTOXJ8-,40,5,0.0,0.0,0,0.0,0,0,1,0,0,0.0069630520915403
40,-06FoayTOXJ8-,41,6,0.0,0.0,0,0.0,0,0,1,0,0,0.0313842052913415
41,-06FoayTOXJ8-,42,0,0.0,0.0,0,0.0,0,0,1,0,0,-0.0014720411978887
42,-06FoayTOXJ8-,43,1,0.0,0.0,0,0.0,0,0,1,0,0,1.895706083981217
43,-06FoayTOXJ8-,44,2,0.0,0.0,0,0.0,0,0,1,0,0,2.353099966127782
44,-06FoayTOXJ8-,45,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
45,-06FoayTOXJ8-,46,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
46,-06FoayTOXJ8-,47,5,232170.0,0.0,1,232170.0,0,0,0,0,0,-0.0139766307813943
47,-06FoayTOXJ8-,48,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
48,-06FoayTOXJ8-,49,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
49,-06FoayTOXJ8-,50,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
50,-06FoayTOXJ8-,51,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
51,-06FoayTOXJ8-,52,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
52,-06FoayTOXJ8-,53,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
53,-06FoayTOXJ8-,54,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
54,-06FoayTOXJ8-,55,6,0.0,0.0,0,0.0,0,0,1,0,0,0.0029335480405566
55,-06FoayTOXJ8-,56,0,0.0,0.0,0,0.0,0,0,1,0,0,1.7916940986500265
56,-06FoayTOXJ8-,57,1,0.0,0.0,0,0.0,0,0,1,0,0,2.9339402215424006
57,-06FoayTOXJ8-,58,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0112850351150629
58,-06FoayTOXJ8-,59,3,0.0,0.0,0,0.0,0,0,1,0,0,0.1129459926487403
59,-06FoayTOXJ8-,60,4,0.0,0.0,0,0.0,0,0,1,0,0,0.3566805220774907
60,-06FoayTOXJ8-,61,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
61,-06FoayTOXJ8-,62,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1897940338886411
62,-06FoayTOXJ8-,63,0,0.0,0.0,0,0.0,0,0,1,0,0,0.2713199417545227
63,-06FoayTOXJ8-,64,1,0.0,0.0,0,0.0,0,0,1,0,0,0.4358121677590602
64,-06FoayTOXJ8-,65,2,0.0,0.0,0,0.0,0,0,1,0,0,-0.0139478798271123
65,-06FoayTOXJ8-,66,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
66,-06FoayTOXJ8-,67,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
67,-06FoayTOXJ8-,68,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
68,-06FoayTOXJ8-,69,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
69,-A-7LJ6WUTKfm,1,1,0.0,0.0,0,0.0,0,0,1,0,0,4.307190075978506
70,-A-7LJ6WUTKfm,2,2,0.0,0.0,0,0.0,0,0,1,0,0,4.4411175685373685
71,-A-7LJ6WUTKfm,3,3,0.0,0.0,0,0.0,0,0,1,0,0,5.13430458068659
72,-A-7LJ6WUTKfm,4,4,0.0,0.0,0,0.0,0,0,1,0,0,6.986762609325451
73,-A-7LJ6WUTKfm,5,5,0.0,0.0,0,0.0,0,0,1,0,0,5.625852416518056
74,-A-7LJ6WUTKfm,6,6,0.0,0.0,0,0.0,0,0,1,0,0,8.029043861593603
75,-A-7LJ6WUTKfm,7,0,0.0,0.0,0,0.0,0,0,1,0,0,3.347144423251992
76,-A-7LJ6WUTKfm,8,1,402210.0,0.0,1,402210.0,0,0,1,0,0,5.322096118967326
77,-A-7LJ6WUTKfm,9,2,0.0,0.0,0,0.0,0,0,1,0,0,4.674036724454761
78,-A-7LJ6WUTKfm,10,3,0.0,0.0,0,0.0,0,0,1,0,0,4.343850328633228
79,-A-7LJ6WUTKfm,11,4,0.0,0.0,0,0.0,0,0,1,0,0,6.084031315333244
80,-A-7LJ6WUTKfm,12,5,0.0,0.0,0,0.0,0,0,1,0,0,4.1970339566948365
81,-A-7LJ6WUTKfm,13,6,0.0,0.0,0,0.0,0,0,1,0,0,2.94736637393278
82,-A-7LJ6WUTKfm,14,0,0.0,0.0,0,0.0,0,0,1,0,0,2.404649250093554
83,-A-7LJ6WUTKfm,15,1,0.0,0.0,0,0.0,0,0,1,0,0,2.2776367973434453
84,-A-7LJ6WUTKfm,16,2,0.0,0.0,0,0.0,0,0,1,0,0,2.790428642252273
85,-A-7LJ6WUTKfm,17,3,0.0,0.0,0,0.0,0,0,1,0,0,3.67313981378032
86,-A-7LJ6WUTKfm,18,4,0.0,0.0,0,0.0,0,0,1,0,0,2.055677062233064
87,-A-7LJ6WUTKfm,19,5,0.0,0.0,0,0.0,0,0,1,0,0,4.798135681004763
88,-A-7LJ6WUTKfm,20,6,0.0,0.0,0,0.0,0,0,1,0,0,4.468762140409088
89,-A-7LJ6WUTKfm,21,0,0.0,0.0,0,0.0,0,0,1,0,0,3.7804156975669287
90,-A-7LJ6WUTKfm,22,1,0.0,0.0,0,0.0,0,0,1,0,0,6.317205458365884
91,-A-7LJ6WUTKfm,23,2,0.0,0.0,0,0.0,0,0,1,0,0,3.8775664048665215
92,-A-7LJ6WUTKfm,24,3,402210.0,112323.192,1,514533.192,0,0,1,0,0,6.526076481731238
93,-A-7LJ6WUTKfm,25,4,0.0,0.0,0,0.0,0,0,1,0,0,5.3644883493618165
94,-A-7LJ6WUTKfm,26,5,0.0,0.0,0,0.0,0,0,1,0,0,12.713626248724186
95,-A-7LJ6WUTKfm,27,6,0.0,0.0,0,0.0,0,0,1,0,0,11.217324152167407
96,-A-7LJ6WUTKfm,28,0,0.0,0.0,0,0.0,0,0,1,0,0,9.92583089927044
97,-A-7LJ6WUTKfm,29,1,0.0,0.0,0,0.0,0,0,1,0,0,5.106093013251355
98,-A-7LJ6WUTKfm,30,2,0.0,0.0,0,0.0,0,0,1,0,0,4.570775304097583
99,-A-7LJ6WUTKfm,31,3,0.0,0.0,0,0.0,0,0,1,0,0,1.812241635361523
100,-A-7LJ6WUTKfm,32,4,0.0,0.0,0,0.0,0,0,1,0,0,6.411932536136512
101,-A-7LJ6WUTKfm,33,5,0.0,0.0,0,0.0,0,0,1,0,0,2.7110133351146666
102,-A-7LJ6WUTKfm,34,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
103,-A-7LJ6WUTKfm,35,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
104,-A-7LJ6WUTKfm,36,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
105,-A-7LJ6WUTKfm,37,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
106,-A-7LJ6WUTKfm,38,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
107,-A-7LJ6WUTKfm,39,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
108,-A-7LJ6WUTKfm,40,5,0.0,0.0,0,0.0,0,0,1,0,0,1.6638276527110103
109,-A-7LJ6WUTKfm,41,6,402210.0,179090.488,1,581300.488,0,0,1,0,0,3.0888686738384834
110,-A-7LJ6WUTKfm,42,0,0.0,0.0,0,0.0,0,0,1,0,0,3.346204514996092
111,-A-7LJ6WUTKfm,43,1,0.0,0.0,0,0.0,0,0,1,0,0,2.196431537838328
112,-A-7LJ6WUTKfm,44,2,0.0,0.0,0,0.0,0,0,1,0,0,3.677113887969469
113,-A-7LJ6WUTKfm,45,3,0.0,0.0,0,0.0,0,0,1,0,0,4.147433695601626
114,-A-7LJ6WUTKfm,46,4,0.0,0.0,0,0.0,0,0,1,0,0,2.8234616499984613
115,-A-7LJ6WUTKfm,47,5,0.0,0.0,0,0.0,0,0,1,0,0,1.5917153561082542
116,-A-7LJ6WUTKfm,48,6,0.0,0.0,0,0.0,0,0,1,0,0,3.899253654339968
117,-A-7LJ6WUTKfm,49,0,0.0,0.0,0,0.0,0,0,1,0,0,2.520271585358752
118,-A-7LJ6WUTKfm,50,1,0.0,0.0,0,0.0,0,0,1,0,0,1.5141093323152932
119,-A-7LJ6WUTKfm,51,2,0.0,0.0,0,0.0,0,0,1,0,0,1.0219778096262389
120,-A-7LJ6WUTKfm,52,3,0.0,0.0,0,0.0,0,0,1,0,0,0.8862590762002185
121,-A-7LJ6WUTKfm,53,4,0.0,0.0,0,0.0,0,0,1,0,0,0.2253447594974664
122,-A-7LJ6WUTKfm,54,5,0.0,0.0,0,0.0,0,0,1,0,0,2.7341797055691943
123,-A-7LJ6WUTKfm,55,6,0.0,0.0,0,0.0,0,0,1,0,0,1.5072131881797388
124,-A-7LJ6WUTKfm,56,0,0.0,0.0,0,0.0,0,0,1,0,0,6.25645274528884
125,-A-7LJ6WUTKfm,57,1,0.0,0.0,0,0.0,0,0,1,0,0,2.2431304738294475
126,-A-7LJ6WUTKfm,58,2,0.0,0.0,0,0.0,0,0,1,0,0,2.226669465984386
127,-A-7LJ6WUTKfm,59,3,0.0,0.0,0,0.0,0,0,1,0,0,0.184584051732829
128,-A-7LJ6WUTKfm,60,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
129,-A-7LJ6WUTKfm,61,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
130,-A-7LJ6WUTKfm,62,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
131,-A-7LJ6WUTKfm,63,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
132,-A-7LJ6WUTKfm,64,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
133,-A-7LJ6WUTKfm,65,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
134,-A-7LJ6WUTKfm,66,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
135,-A-7LJ6WUTKfm,67,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
136,-A-7LJ6WUTKfm,68,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
137,-A-7LJ6WUTKfm,69,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
138,-Ajqu-Pi5VJde,1,1,0.0,4510.638,0,4510.638,0,0,1,0,0,0.0229139150669647
139,-Ajqu-Pi5VJde,2,2,0.0,379.593,0,379.593,0,0,1,0,0,-0.0107562975437651
140,-Ajqu-Pi5VJde,3,3,0.0,3318.614,0,3318.614,0,0,1,0,0,0.0131606936036781
141,-Ajqu-Pi5VJde,4,4,0.0,174.4,0,174.4,0,0,1,0,0,-0.012447098122236
142,-Ajqu-Pi5VJde,5,5,0.0,62.13,0,62.13,0,0,1,0,0,-0.0134695434865949
143,-Ajqu-Pi5VJde,6,6,0.0,332.45,0,332.45,0,0,1,0,0,-0.0112694338220417
144,-Ajqu-Pi5VJde,7,0,0.0,533.228,0,533.228,0,0,1,0,0,-0.0096200080119604
145,-Ajqu-Pi5VJde,8,1,0.0,89.38,0,89.38,0,0,1,0,0,-0.0132248887455427
146,-Ajqu-Pi5VJde,9,2,0.0,1617.778,0,1617.778,0,0,1,0,0,-0.0007490919054968
147,-Ajqu-Pi5VJde,10,3,0.0,7581.604,0,7581.604,0,0,1,0,0,0.0480275602134516
148,-Ajqu-Pi5VJde,11,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
149,-Ajqu-Pi5VJde,12,5,0.0,1977.478,0,1977.478,0,0,1,0,0,0.0021993853188057
150,-Ajqu-Pi5VJde,13,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
151,-Ajqu-Pi5VJde,14,0,0.0,998.876,0,998.876,0,0,1,0,0,-0.0058074664069162
152,-Ajqu-Pi5VJde,15,1,0.0,656.834,0,656.834,0,0,1,0,0,-0.0086071079922826
153,-Ajqu-Pi5VJde,16,2,0.0,3481.007,0,3481.007,0,0,1,0,0,0.0146071702720871
154,-Ajqu-Pi5VJde,17,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
155,-Ajqu-Pi5VJde,18,4,0.0,295.39,0,295.39,0,0,1,0,0,-0.0115607844867818
156,-Ajqu-Pi5VJde,19,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
157,-Ajqu-Pi5VJde,20,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
158,-Ajqu-Pi5VJde,21,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
159,-Ajqu-Pi5VJde,22,1,0.0,0.436,0,0.436,0,0,1,0,0,-0.0139760840396522
160,-Ajqu-Pi5VJde,23,2,0.0,2099.776,0,2099.776,0,0,1,0,0,0.0031967989657011
161,-Ajqu-Pi5VJde,24,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
162,-Ajqu-Pi5VJde,25,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
163,-Ajqu-Pi5VJde,26,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
164,-Ajqu-Pi5VJde,27,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
165,-Ajqu-Pi5VJde,28,0,0.0,938.926,0,938.926,0,0,1,0,0,-0.0062986355074299
166,-Ajqu-Pi5VJde,29,1,0.0,8610.346,0,8610.346,0,0,1,0,0,0.0564483999108414
167,-Ajqu-Pi5VJde,30,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
168,-Ajqu-Pi5VJde,31,3,0.0,1621.484,0,1621.484,0,0,1,0,0,-0.0007170256764478
169,-Ajqu-Pi5VJde,32,4,0.0,30.084,0,30.084,0,0,1,0,0,-0.0137315511837017
170,-Ajqu-Pi5VJde,33,5,0.0,8.72,0,8.72,0,0,1,0,0,-0.0139073965611811
171,-Ajqu-Pi5VJde,34,6,0.0,1605.352,0,1605.352,0,0,1,0,0,-0.0008534151052819
172,-Ajqu-Pi5VJde,35,0,0.0,17986.09,0,17986.09,0,0,1,0,0,0.1331269895174563
173,-Ajqu-Pi5VJde,36,1,0.0,1568.946,0,1568.946,0,0,1,0,0,-0.0011407853508427
174,-Ajqu-Pi5VJde,37,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
175,-Ajqu-Pi5VJde,38,3,0.0,39.458,0,39.458,0,0,1,0,0,-0.0136565117502148
176,-Ajqu-Pi5VJde,39,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
177,-Ajqu-Pi5VJde,40,5,0.0,3113.912,0,3113.912,0,0,1,0,0,0.0114975888027514
178,-Ajqu-Pi5VJde,41,6,0.0,10162.724,0,10162.724,0,0,1,0,0,0.0705878935651652
179,-Ajqu-Pi5VJde,42,0,0.0,763.872,0,763.872,0,0,1,0,0,-0.0072643555454444
180,-Ajqu-Pi5VJde,43,1,0.0,7910.13,0,7910.13,0,0,1,0,0,0.0509399629300741
181,-Ajqu-Pi5VJde,44,2,0.0,5242.682,0,5242.682,0,0,1,0,0,0.0292440526495442
182,-Ajqu-Pi5VJde,45,3,0.0,2340.23,0,2340.23,0,0,1,0,0,0.0051651493329649
183,-Ajqu-Pi5VJde,46,4,0.0,0.436,0,0.436,0,0,1,0,0,-0.0139755268506158
184,-Ajqu-Pi5VJde,47,5,0.0,12603.016,0,12603.016,0,0,1,0,0,0.0891063045152447
185,-Ajqu-Pi5VJde,48,6,0.0,447.554,0,447.554,0,0,1,0,0,-0.010313934720415
186,-Ajqu-Pi5VJde,49,0,0.0,54.718,0,54.718,0,0,1,0,0,-0.0135336271906522
187,-Ajqu-Pi5VJde,50,1,0.0,7858.682,0,7858.682,0,0,1,0,0,0.0504120681071939
188,-Ajqu-Pi5VJde,51,2,0.0,20530.162,0,20530.162,0,0,1,0,0,0.1606967343840094
189,-Ajqu-Pi5VJde,52,3,0.0,7975.966,0,7975.966,0,0,1,0,0,0.0551388002116733
190,-Ajqu-Pi5VJde,53,4,0.0,6517.764,0,6517.764,0,0,1,0,0,0.040456531304764
191,-Ajqu-Pi5VJde,54,5,0.0,28863.114,0,28863.114,0,0,1,0,0,0.22731480580886
192,-Ajqu-Pi5VJde,55,6,0.0,17296.338,0,17296.338,0,0,1,0,0,0.1275052376988279
193,-Ajqu-Pi5VJde,56,0,0.0,7106.8,0,7106.8,0,0,1,0,0,0.0441575375944323
194,-Ajqu-Pi5VJde,57,1,0.0,0.436,0,0.436,0,0,1,0,0,-0.0139744333671317
195,-Ajqu-Pi5VJde,58,2,0.0,7372.542,0,62372.542,1,0,1,0,0,0.4610153183593933
196,-Ajqu-Pi5VJde,59,3,0.0,0.0,0,0.0,0,0,1,0,0,0.6617165888193487
197,-Ajqu-Pi5VJde,60,4,118810.0,2577.851,0,121387.851,1,0,1,0,0,0.2298192138183884
198,-Ajqu-Pi5VJde,61,5,0.0,0.0,0,0.0,0,0,1,0,0,0.4893016013619873
199,-Ajqu-Pi5VJde,62,6,0.0,0.0,0,0.0,0,0,1,0,0,0.1233926915868209
200,-Ajqu-Pi5VJde,63,0,0.0,0.0,0,0.0,0,0,1,0,0,0.2045087555744935
201,-Ajqu-Pi5VJde,64,1,0.0,0.0,0,0.0,0,0,1,0,0,0.2279592715430332
202,-Ajqu-Pi5VJde,65,2,0.0,0.0,0,0.0,0,0,1,0,0,0.1039519934841199
203,-Ajqu-Pi5VJde,66,3,0.0,0.0,0,0.0,0,0,1,0,0,0.2596380034766228
204,-Ajqu-Pi5VJde,67,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
205,-Ajqu-Pi5VJde,68,5,0.0,3883.888,0,3883.888,0,0,1,0,0,0.0177897469876323
206,-Ajqu-Pi5VJde,69,6,0.0,2243.874,0,2243.874,0,0,1,0,0,0.0043738085687775
207,-DgEYYT0gqMqr,1,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
208,-DgEYYT0gqMqr,2,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
209,-DgEYYT0gqMqr,3,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
210,-DgEYYT0gqMqr,4,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
211,-DgEYYT0gqMqr,5,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
212,-DgEYYT0gqMqr,6,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
213,-DgEYYT0gqMqr,7,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
214,-DgEYYT0gqMqr,8,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
215,-DgEYYT0gqMqr,9,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
216,-DgEYYT0gqMqr,10,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
217,-DgEYYT0gqMqr,11,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
218,-DgEYYT0gqMqr,12,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
219,-DgEYYT0gqMqr,13,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
220,-DgEYYT0gqMqr,14,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
221,-DgEYYT0gqMqr,15,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
222,-DgEYYT0gqMqr,16,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
223,-DgEYYT0gqMqr,17,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
224,-DgEYYT0gqMqr,18,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
225,-DgEYYT0gqMqr,19,5,0.0,262.908,0,262.908,0,0,1,0,0,-0.0115338513617313
226,-DgEYYT0gqMqr,20,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
227,-DgEYYT0gqMqr,21,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
228,-DgEYYT0gqMqr,22,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
229,-DgEYYT0gqMqr,23,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
230,-DgEYYT0gqMqr,24,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
231,-DgEYYT0gqMqr,25,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
232,-DgEYYT0gqMqr,26,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
233,-DgEYYT0gqMqr,27,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
234,-DgEYYT0gqMqr,28,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
235,-DgEYYT0gqMqr,29,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
236,-DgEYYT0gqMqr,30,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
237,-DgEYYT0gqMqr,31,3,0.0,2391.242,0,2391.242,0,0,1,0,0,0.0095038549924447
238,-DgEYYT0gqMqr,32,4,0.0,1085.204,0,1085.204,0,0,1,0,0,-0.0015982201376294
239,-DgEYYT0gqMqr,33,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
240,-DgEYYT0gqMqr,34,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
241,-DgEYYT0gqMqr,35,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
242,-DgEYYT0gqMqr,36,1,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
243,-DgEYYT0gqMqr,37,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
244,-DgEYYT0gqMqr,38,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
245,-DgEYYT0gqMqr,39,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
246,-DgEYYT0gqMqr,40,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
247,-DgEYYT0gqMqr,41,6,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
248,-DgEYYT0gqMqr,42,0,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
249,-DgEYYT0gqMqr,43,1,0.0,0.872,0,0.872,0,0,1,0,0,-0.0139713514152737
250,-DgEYYT0gqMqr,44,2,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
251,-DgEYYT0gqMqr,45,3,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
252,-DgEYYT0gqMqr,46,4,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
253,-DgEYYT0gqMqr,47,5,0.0,0.0,0,0.0,0,0,0,0,0,-0.0139766307813943
